Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
516220,1757363760000,1757363760000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T20:36:00+00:00,2025-09-08T20:36:00+00:00
516219,1757363580000,1757363580000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-09-08T20:33:00+00:00,2025-09-08T20:33:00+00:00
516218,1757362800000,1757362800000,Closed,Inquiries,Inspections Department,Call Center,,0.0,0.0,2025-09-08T20:20:00+00:00,2025-09-08T20:20:00+00:00
516217,1757362680000,1757438280000,Closed,Utility Issues,Inspections Department,Call Center,5,32.3336187,-86.2630823,2025-09-08T20:18:00+00:00,2025-09-09T17:18:00+00:00
516216,1757362260000,1757538540000,Closed,Parking On Front Lawn,Code Enforcement,Website,7,32.3447137,-86.2968778,2025-09-08T20:11:00+00:00,2025-09-10T21:09:00+00:00
516215,1757361900000,1757361900000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-08T20:05:00+00:00,2025-09-08T20:05:00+00:00
516214,1757361240000,1757599380000,Closed,Dead Animal pickup,Sanitation Department,Call Center,6,32.31806537,-86.20541806,2025-09-08T19:54:00+00:00,2025-09-11T14:03:00+00:00
516213,1757361060000,1757444160000,Closed,Nuisance,Code Enforcement,Call Center,1,32.3777692,-86.1556342,2025-09-08T19:51:00+00:00,2025-09-09T18:56:00+00:00
516212,1757361000000,1757361000000,Closed,Inquiries,Inspections Department,Call Center,,0.0,0.0,2025-09-08T19:50:00+00:00,2025-09-08T19:50:00+00:00
516211,1757360700000,1757538540000,Closed,Nuisance,Code Enforcement,Website,7,32.3451363,-86.2962716,2025-09-08T19:45:00+00:00,2025-09-10T21:09:00+00:00
516210,1757360160000,1757603040000,Closed,Nuisance,Code Enforcement,Call Center,3,32.4067672,-86.3059079,2025-09-08T19:36:00+00:00,2025-09-11T15:04:00+00:00
516209,1757359920000,1757419620000,Closed,Nuisance,Code Enforcement,Call Center,5,32.325086,-86.2828747,2025-09-08T19:32:00+00:00,2025-09-09T12:07:00+00:00
516208,1757359080000,1757684400000,Closed,Nuisance,Code Enforcement,Call Center,3,32.3780245,-86.286255,2025-09-08T19:18:00+00:00,2025-09-12T13:40:00+00:00
516207,1757358960000,1757359860000,Closed,Check the timing for an approach of an existing signalized intersection,Traffic Engineering,Call Center,2,32.3985367,-86.2450243,2025-09-08T19:16:00+00:00,2025-09-08T19:31:00+00:00
516206,1757358360000,1757358360000,Closed,Inquiries,Sanitation Department,Call Center,5,32.3370401,-86.2814014,2025-09-08T19:06:00+00:00,2025-09-08T19:06:00+00:00
516205,1757357820000,1757515620000,Closed,Clean Inlets,Street Maintenance,Call Center,3,32.374518,-86.2771957,2025-09-08T18:57:00+00:00,2025-09-10T14:47:00+00:00
516204,1757357580000,1757433960000,Closed,COM Electrical,Building Maintenance,Call Center,3,32.4179408,-86.2773654,2025-09-08T18:53:00+00:00,2025-09-09T16:06:00+00:00
516203,1757357520000,1757357520000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T18:52:00+00:00,2025-09-08T18:52:00+00:00
516202,1757357280000,1757538540000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3322682,-86.265037,2025-09-08T18:48:00+00:00,2025-09-10T21:09:00+00:00
516201,1757357160000,1757357160000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T18:46:00+00:00,2025-09-08T18:46:00+00:00
516200,1757357040000,1757538540000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3325382,-86.2648029,2025-09-08T18:44:00+00:00,2025-09-10T21:09:00+00:00
516199,1757356980000,1757419620000,Closed,Open & Vacant(Abandon House),Code Enforcement,Call Center,5,32.3206322,-86.28354,2025-09-08T18:43:00+00:00,2025-09-09T12:07:00+00:00
516198,1757356920000,1757356920000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T18:42:00+00:00,2025-09-08T18:42:00+00:00
516197,1757356140000,1757518200000,Closed,Install New Signs,Traffic Engineering,Call Center,7,32.3576928,-86.3134046,2025-09-08T18:29:00+00:00,2025-09-10T15:30:00+00:00
516196,1757355720000,1757505720000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,7,32.3661019,-86.3206599,2025-09-08T18:22:00+00:00,2025-09-10T12:02:00+00:00
516195,1757355240000,,Open,Litter Problems for paper and Other Small Items (DO NOT USE FOR BULKY ITEMS),Sanitation Department,Call Center,9,32.359851,-86.2151262,2025-09-08T18:14:00+00:00,
516194,1757355180000,,In Progress,City Right-Of-Way,Street Maintenance,Call Center,9,32.359851,-86.2151262,2025-09-08T18:13:00+00:00,
516193,1757354760000,1757510220000,Closed,Nuisance,Code Enforcement,Call Center,2,32.4041489,-86.2084849,2025-09-08T18:06:00+00:00,2025-09-10T13:17:00+00:00
516192,1757354700000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,4,32.3469715,-86.3331406,2025-09-08T18:05:00+00:00,
516191,1757354580000,1757354580000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-09-08T18:03:00+00:00,2025-09-08T18:03:00+00:00
516190,1757354520000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,5,32.3495411,-86.2556454,2025-09-08T18:02:00+00:00,
516189,1757353860000,,In Progress,Sinkholes/Cave Ins,Street Maintenance,Call Center,2,32.3902962,-86.2598093,2025-09-08T17:51:00+00:00,
516188,1757353740000,,Open,Bulky Items and Debris In The Street,Sanitation Department,Call Center,6,32.3159714,-86.2155217,2025-09-08T17:49:00+00:00,
516187,1757353680000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,7,32.334391,-86.2860862,2025-09-08T17:48:00+00:00,
516186,1757353500000,1757353500000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T17:45:00+00:00,2025-09-08T17:45:00+00:00
516185,1757353440000,1757515680000,Closed,Ditch Cutting That Is Not on Schedule List,Street Maintenance,Website,1,32.37714567,-86.14638196,2025-09-08T17:44:00+00:00,2025-09-10T14:48:00+00:00
516184,1757353380000,1757357640000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2025-09-08T17:43:00+00:00,2025-09-08T18:54:00+00:00
516183,1757352900000,,In Progress,General Repairs,Code Enforcement,Call Center,4,32.3076229,-86.3429076,2025-09-08T17:35:00+00:00,
516182,1757352780000,1757443860000,Closed,Pothole Repairing,Street Maintenance,Call Center,8,32.3298545,-86.1433466,2025-09-08T17:33:00+00:00,2025-09-09T18:51:00+00:00
516181,1757352240000,,In Progress,COM Electrical,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2025-09-08T17:24:00+00:00,
516180,1757352060000,1757510520000,Closed,Nuisance,Code Enforcement,Call Center,2,32.3928567,-86.2564977,2025-09-08T17:21:00+00:00,2025-09-10T13:22:00+00:00
516179,1757351880000,1757351880000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T17:18:00+00:00,2025-09-08T17:18:00+00:00
516178,1757351400000,,In Progress,General Repairs,Code Enforcement,Call Center,4,32.330465,-86.3196466,2025-09-08T17:10:00+00:00,
516176,1757351340000,1757510760000,Closed,Nuisance,Code Enforcement,Call Center,1,32.37303355,-86.12846489,2025-09-08T17:09:00+00:00,2025-09-10T13:26:00+00:00
516177,1757351340000,1757351340000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-08T17:09:00+00:00,2025-09-08T17:09:00+00:00
516175,1757351040000,1757351040000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-08T17:04:00+00:00,2025-09-08T17:04:00+00:00
516174,1757350800000,1757595600000,Closed,Nuisance,Code Enforcement,Call Center,4,32.2989559,-86.3434983,2025-09-08T17:00:00+00:00,2025-09-11T13:00:00+00:00
516172,1757350680000,1757595720000,Closed,Nuisance,Code Enforcement,Call Center,4,32.2998337,-86.3435931,2025-09-08T16:58:00+00:00,2025-09-11T13:02:00+00:00
516173,1757350680000,1757595720000,Closed,Nuisance,Code Enforcement,Call Center,4,32.2994623,-86.3429358,2025-09-08T16:58:00+00:00,2025-09-11T13:02:00+00:00
516171,1757350620000,1757595720000,Closed,Nuisance,Code Enforcement,Call Center,4,32.2998643,-86.3439999,2025-09-08T16:57:00+00:00,2025-09-11T13:02:00+00:00
516170,1757350440000,1757681580000,Closed,Nuisance,Code Enforcement,Website,3,32.3820406,-86.2817781,2025-09-08T16:54:00+00:00,2025-09-12T12:53:00+00:00
516169,1757350380000,1757354460000,Closed,Fire Plumbing,Building Maintenance,Call Center,2,32.3997584,-86.2257071,2025-09-08T16:53:00+00:00,2025-09-08T18:01:00+00:00
516168,1757350200000,1757594220000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3821668,-86.2911497,2025-09-08T16:50:00+00:00,2025-09-11T12:37:00+00:00
516167,1757350140000,1757358060000,Closed,General Repairs,Code Enforcement,Call Center,4,32.3352828,-86.3422609,2025-09-08T16:49:00+00:00,2025-09-08T19:01:00+00:00
516166,1757349960000,,In Progress,RV & Boats,Planning Department,Call Center,7,32.3591331,-86.30471,2025-09-08T16:46:00+00:00,
516165,1757349900000,,In Progress,Ditch Cutting That Is Not on Schedule List,Street Maintenance,Call Center,4,32.3930962,-86.3897523,2025-09-08T16:45:00+00:00,
516164,1757349840000,1757515800000,Closed,Sight Obstructions,Urban Forestry,Call Center,4,32.3958332,-86.3958615,2025-09-08T16:44:00+00:00,2025-09-10T14:50:00+00:00
516163,1757349540000,1757349540000,Closed,Inquiries,Sanitation Department,Call Center,1,32.3868057,-86.2410388,2025-09-08T16:39:00+00:00,2025-09-08T16:39:00+00:00
516162,1757349420000,,In Progress,Curb and Gutter Lines- Concrete Repair,Street Maintenance,Call Center,4,32.2986791,-86.3461463,2025-09-08T16:37:00+00:00,
516161,1757349060000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4188342,-86.2821286,2025-09-08T16:31:00+00:00,
516160,1757348880000,1757598840000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,5,32.3252714,-86.3071888,2025-09-08T16:28:00+00:00,2025-09-11T13:54:00+00:00
516159,1757348820000,1757681580000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,3,32.3860515,-86.2788934,2025-09-08T16:27:00+00:00,2025-09-12T12:53:00+00:00
516158,1757348760000,,In Progress,Parking On Front Lawn,Code Enforcement,Call Center,3,32.3860719,-86.2785647,2025-09-08T16:26:00+00:00,
516157,1757348700000,1757515620000,Closed,Clean Inlets,Street Maintenance,Call Center,3,32.3860719,-86.2785647,2025-09-08T16:25:00+00:00,2025-09-10T14:47:00+00:00
516156,1757348520000,1757681580000,Closed,Nuisance,Code Enforcement,Call Center,3,32.4097432,-86.2909353,2025-09-08T16:22:00+00:00,2025-09-12T12:53:00+00:00
516155,1757347920000,1757347920000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T16:12:00+00:00,2025-09-08T16:12:00+00:00
516154,1757347860000,1757595060000,Closed,Open & Vacant(Abandon House),Code Enforcement,Call Center,4,32.3417063,-86.3360719,2025-09-08T16:11:00+00:00,2025-09-11T12:51:00+00:00
516153,1757347740000,1757362740000,Closed,Utility Issues,Inspections Department,Call Center,5,32.3339574,-86.2645009,2025-09-08T16:09:00+00:00,2025-09-08T20:19:00+00:00
516152,1757347680000,1757595060000,Closed,Open & Vacant(Abandon House),Code Enforcement,Call Center,4,32.34169,-86.3362846,2025-09-08T16:08:00+00:00,2025-09-11T12:51:00+00:00
516151,1757347500000,,In Progress,Tree Trimming,Urban Forestry,Call Center,7,32.3570039,-86.314604,2025-09-08T16:05:00+00:00,
516150,1757347380000,1757444400000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3807152,-86.3141358,2025-09-08T16:03:00+00:00,2025-09-09T19:00:00+00:00
516149,1757347320000,,Open,COM Grass Issues,Parks & Recreation,Call Center,2,32.4074679,-86.2637891,2025-09-08T16:02:00+00:00,
516148,1757346780000,1757362440000,Closed,COM Carpentry,Building Maintenance,Call Center,2,32.4074679,-86.2637891,2025-09-08T15:53:00+00:00,2025-09-08T20:14:00+00:00
516147,1757346720000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,2,32.4022417,-86.2558614,2025-09-08T15:52:00+00:00,
516146,1757346480000,1757346480000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-09-08T15:48:00+00:00,2025-09-08T15:48:00+00:00
516145,1757346360000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,6,32.3234613,-86.2711823,2025-09-08T15:46:00+00:00,
516144,1757346180000,1757346180000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T15:43:00+00:00,2025-09-08T15:43:00+00:00
516143,1757345880000,1757692680000,Closed,Exchange Damage Container,Sanitation Department,Call Center,3,32.4284558,-86.2880608,2025-09-08T15:38:00+00:00,2025-09-12T15:58:00+00:00
516142,1757345580000,1757416440000,Closed,COM Carpentry,Building Maintenance,Call Center,9,32.3510414,-86.2064107,2025-09-08T15:33:00+00:00,2025-09-09T11:14:00+00:00
516140,1757345520000,1757345520000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-09-08T15:32:00+00:00,2025-09-08T15:32:00+00:00
516141,1757345520000,1757444460000,Closed,Nuisance,Code Enforcement,Call Center,9,32.3448156,-86.1714803,2025-09-08T15:32:00+00:00,2025-09-09T19:01:00+00:00
516138,1757345460000,1757515860000,Closed,Mosquito Spraying (starts on May 2nd and ends in October),Street Maintenance,Call Center,4,32.3118855,-86.4019013,2025-09-08T15:31:00+00:00,2025-09-10T14:51:00+00:00
516139,1757345460000,,Open,COM Grass Issues,Parks & Recreation,Call Center,3,32.3816506,-86.3119919,2025-09-08T15:31:00+00:00,
516137,1757345400000,,Open,Missed Pick Up,Sanitation Department,Call Center,4,32.3118855,-86.4019013,2025-09-08T15:30:00+00:00,
516135,1757344920000,1757344920000,Closed,Inquiries,Planning Department,Call Center,,0.0,0.0,2025-09-08T15:22:00+00:00,2025-09-08T15:22:00+00:00
516136,1757344920000,1757435100000,Closed,Install New Signs,Traffic Engineering,Call Center,1,32.3850379,-86.1579155,2025-09-08T15:22:00+00:00,2025-09-09T16:25:00+00:00
516134,1757344800000,,In Progress,Ditch Eroding,Street Maintenance,Call Center,3,32.408394,-86.3067966,2025-09-08T15:20:00+00:00,
516133,1757344740000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.408394,-86.3067966,2025-09-08T15:19:00+00:00,
516131,1757344680000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4079523,-86.3076478,2025-09-08T15:18:00+00:00,
516132,1757344680000,1757527740000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.408394,-86.3067966,2025-09-08T15:18:00+00:00,2025-09-10T18:09:00+00:00
516130,1757344620000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4079523,-86.3076478,2025-09-08T15:17:00+00:00,2025-09-10T18:08:00+00:00
516129,1757344560000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4079523,-86.3076478,2025-09-08T15:16:00+00:00,
516127,1757344440000,1757527560000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4070092,-86.310198,2025-09-08T15:14:00+00:00,2025-09-10T18:06:00+00:00
516128,1757344440000,1757598720000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.4070092,-86.310198,2025-09-08T15:14:00+00:00,2025-09-11T13:52:00+00:00
516126,1757344380000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4070092,-86.310198,2025-09-08T15:13:00+00:00,
516123,1757344320000,,In Progress,COM Paint,Building Maintenance,Call Center,3,32.3907308,-86.2963162,2025-09-08T15:12:00+00:00,
516124,1757344320000,1757598780000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.4059941,-86.31224,2025-09-08T15:12:00+00:00,2025-09-11T13:53:00+00:00
516125,1757344320000,1757708280000,Closed,COM Paint,Building Maintenance,Call Center,3,32.3907308,-86.2963162,2025-09-08T15:12:00+00:00,2025-09-12T20:18:00+00:00
516121,1757344260000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4059941,-86.31224,2025-09-08T15:11:00+00:00,
516122,1757344260000,1757527140000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4059941,-86.31224,2025-09-08T15:11:00+00:00,2025-09-10T17:59:00+00:00
516120,1757344200000,,Open,Missing Trash Container,Sanitation Department,Call Center,6,32.3207033,-86.2709894,2025-09-08T15:10:00+00:00,
516119,1757344080000,1757347620000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3819047,-86.2979896,2025-09-08T15:08:00+00:00,2025-09-08T16:07:00+00:00
516118,1757344020000,1757598540000,Closed,Tree Trimming,Urban Forestry,Call Center,9,32.3512226,-86.1760559,2025-09-08T15:07:00+00:00,2025-09-11T13:49:00+00:00
516117,1757343960000,1757343960000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-09-08T15:06:00+00:00,2025-09-08T15:06:00+00:00
516116,1757343780000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4059247,-86.314766,2025-09-08T15:03:00+00:00,
516114,1757343720000,1757527560000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.4059247,-86.314766,2025-09-08T15:02:00+00:00,2025-09-10T18:06:00+00:00
516115,1757343720000,1757681580000,Closed,Nuisance,Code Enforcement,Call Center,3,32.4060489,-86.2755905,2025-09-08T15:02:00+00:00,2025-09-12T12:53:00+00:00
516112,1757343660000,,In Progress,COM HVAC/Refrigeration,Building Maintenance,Control Panel,3,32.3765291,-86.3083342,2025-09-08T15:01:00+00:00,
516113,1757343660000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.4059247,-86.314766,2025-09-08T15:01:00+00:00,
516111,1757343600000,1757598780000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3951224,-86.3151787,2025-09-08T15:00:00+00:00,2025-09-11T13:53:00+00:00
516109,1757343540000,1757527620000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3951224,-86.3151787,2025-09-08T14:59:00+00:00,2025-09-10T18:07:00+00:00
516110,1757343540000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.3951224,-86.3151787,2025-09-08T14:59:00+00:00,
516108,1757343480000,1757598780000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3973857,-86.3194099,2025-09-08T14:58:00+00:00,2025-09-11T13:53:00+00:00
516106,1757343420000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3973857,-86.3194099,2025-09-08T14:57:00+00:00,
516107,1757343420000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3973857,-86.3194099,2025-09-08T14:57:00+00:00,2025-09-10T18:08:00+00:00
516105,1757343360000,1757527440000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3932941,-86.3145591,2025-09-08T14:56:00+00:00,2025-09-10T18:04:00+00:00
516103,1757343300000,1757527620000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3936436,-86.3156604,2025-09-08T14:55:00+00:00,2025-09-10T18:07:00+00:00
516104,1757343300000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3932941,-86.3145591,2025-09-08T14:55:00+00:00,
516101,1757343240000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3936436,-86.3156604,2025-09-08T14:54:00+00:00,
516102,1757343240000,1757538540000,Closed,Nuisance,Code Enforcement,Call Center,7,32.3612322,-86.2972808,2025-09-08T14:54:00+00:00,2025-09-10T21:09:00+00:00
516100,1757343180000,,Open,COM Landscape Issues,Parks & Recreation,Call Center,3,32.3936436,-86.3156604,2025-09-08T14:53:00+00:00,
516098,1757343060000,,In Progress,COM Landscape Issues,Parks & Recreation,Call Center,3,32.3936436,-86.3156604,2025-09-08T14:51:00+00:00,
516099,1757343060000,1757346420000,Closed,Check the timing for an approach of an existing signalized intersection,Traffic Engineering,Control Panel,2,32.3926839,-86.2051467,2025-09-08T14:51:00+00:00,2025-09-08T15:47:00+00:00
516096,1757342880000,1757598720000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.391685,-86.3141365,2025-09-08T14:48:00+00:00,2025-09-11T13:52:00+00:00
516097,1757342880000,1757527620000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.391685,-86.3141365,2025-09-08T14:48:00+00:00,2025-09-10T18:07:00+00:00
516093,1757342820000,1757598900000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3931034,-86.3134663,2025-09-08T14:47:00+00:00,2025-09-11T13:55:00+00:00
516094,1757342820000,1757598840000,Closed,Pothole Repairing,Street Maintenance,Call Center,3,32.382984,-86.2744199,2025-09-08T14:47:00+00:00,2025-09-11T13:54:00+00:00
516095,1757342820000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.391685,-86.3141365,2025-09-08T14:47:00+00:00,
516091,1757342760000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3931034,-86.3134663,2025-09-08T14:46:00+00:00,2025-09-10T18:08:00+00:00
516092,1757342760000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3931034,-86.3134663,2025-09-08T14:46:00+00:00,
516090,1757342700000,1757598840000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.388473,-86.3123115,2025-09-08T14:45:00+00:00,2025-09-11T13:54:00+00:00
516089,1757342640000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.388473,-86.3123115,2025-09-08T14:44:00+00:00,
516088,1757342580000,1757527680000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.388473,-86.3123115,2025-09-08T14:43:00+00:00,2025-09-10T18:08:00+00:00
516086,1757342460000,1757527620000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3856539,-86.310637,2025-09-08T14:41:00+00:00,2025-09-10T18:07:00+00:00
516087,1757342460000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3856539,-86.310637,2025-09-08T14:41:00+00:00,
516084,1757342400000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.4091064,-86.3029128,2025-09-08T14:40:00+00:00,
516085,1757342400000,1757689380000,Closed,Mosquito Spraying (starts on May 2nd and ends in October),Street Maintenance,Call Center,4,32.350331,-86.3820907,2025-09-08T14:40:00+00:00,2025-09-12T15:03:00+00:00
516081,1757342340000,1757509440000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3868294,-86.2199987,2025-09-08T14:39:00+00:00,2025-09-10T13:04:00+00:00
516082,1757342340000,1757510940000,Closed,Nuisance,Code Enforcement,Call Center,1,32.3868294,-86.2199987,2025-09-08T14:39:00+00:00,2025-09-10T13:29:00+00:00
516083,1757342340000,,In Progress,Ditch Eroding,Street Maintenance,Call Center,3,32.4091064,-86.3029128,2025-09-08T14:39:00+00:00,
516080,1757342280000,1757424360000,Closed,Nuisance,Code Enforcement,Call Center,8,32.3330744,-86.2256496,2025-09-08T14:38:00+00:00,2025-09-09T13:26:00+00:00
516079,1757342160000,1757518020000,Closed,Leaves and Debris Pick up,Sanitation Department,Call Center,7,32.366399,-86.303298,2025-09-08T14:36:00+00:00,2025-09-10T15:27:00+00:00
516078,1757342100000,1757343120000,Closed,Install a New Street Light,Traffic Engineering,Call Center,3,32.4091064,-86.3029128,2025-09-08T14:35:00+00:00,2025-09-08T14:52:00+00:00
516077,1757341920000,,In Progress,Fallen Trees and Limbs,Street Maintenance,Call Center,6,32.3161591,-86.2451781,2025-09-08T14:32:00+00:00,
516076,1757341620000,1757443920000,Closed,Nuisance,Code Enforcement,Call Center,9,32.36798453,-86.19257586,2025-09-08T14:27:00+00:00,2025-09-09T18:52:00+00:00
516074,1757341560000,1757443920000,Closed,Nuisance,Code Enforcement,Call Center,9,32.36802819,-86.1929709,2025-09-08T14:26:00+00:00,2025-09-09T18:52:00+00:00
516075,1757341560000,1757692620000,Closed,Missing Trash Container,Sanitation Department,Call Center,2,32.4020973,-86.2445963,2025-09-08T14:26:00+00:00,2025-09-12T15:57:00+00:00
516072,1757341500000,,In Progress,City Right-Of-Way,Street Maintenance,Call Center,3,32.3946697,-86.3087072,2025-09-08T14:25:00+00:00,
516073,1757341500000,1757444100000,Closed,Nuisance,Code Enforcement,Call Center,9,32.36801306,-86.19328475,2025-09-08T14:25:00+00:00,2025-09-09T18:55:00+00:00
516070,1757341440000,1757527440000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.403143,-86.3079705,2025-09-08T14:24:00+00:00,2025-09-10T18:04:00+00:00
516071,1757341440000,1757444040000,Closed,Nuisance,Code Enforcement,Call Center,9,32.36801198,-86.19378272,2025-09-08T14:24:00+00:00,2025-09-09T18:54:00+00:00
516069,1757341380000,1757443980000,Closed,Nuisance,Code Enforcement,Call Center,9,32.36798353,-86.1940424,2025-09-08T14:23:00+00:00,2025-09-09T18:53:00+00:00
516066,1757341320000,1757527260000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3946948,-86.3095639,2025-09-08T14:22:00+00:00,2025-09-10T18:01:00+00:00
516067,1757341320000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3946948,-86.3095639,2025-09-08T14:22:00+00:00,
516068,1757341320000,1757681580000,Closed,Nuisance,Code Enforcement,Call Center,3,32.3886212,-86.2789721,2025-09-08T14:22:00+00:00,2025-09-12T12:53:00+00:00
516065,1757341260000,1757681580000,Closed,Nuisance,Code Enforcement,Call Center,3,32.3902746,-86.2784555,2025-09-08T14:21:00+00:00,2025-09-12T12:53:00+00:00
516063,1757341200000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3977138,-86.3106278,2025-09-08T14:20:00+00:00,
516064,1757341200000,1757341200000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-09-08T14:20:00+00:00,2025-09-08T14:20:00+00:00
516061,1757341140000,,Open,COM Landscape Issues,Parks & Recreation,Call Center,3,32.398681,-86.2791392,2025-09-08T14:19:00+00:00,
516062,1757341140000,1757527380000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3977138,-86.3106278,2025-09-08T14:19:00+00:00,2025-09-10T18:03:00+00:00
516059,1757341080000,,Open,Missed Pick Up,Sanitation Department,Website,6,32.3210326,-86.1962893,2025-09-08T14:18:00+00:00,
516060,1757341080000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.3953909,-86.3124605,2025-09-08T14:18:00+00:00,
516057,1757341020000,1757598780000,Closed,City Right-Of-Way,Street Maintenance,Call Center,3,32.3953909,-86.3124605,2025-09-08T14:17:00+00:00,2025-09-11T13:53:00+00:00
516058,1757341020000,1757690880000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.3953909,-86.3124605,2025-09-08T14:17:00+00:00,2025-09-12T15:28:00+00:00
516055,1757340960000,,In Progress,Sidewalk,Street Maintenance,Call Center,3,32.3953909,-86.3124605,2025-09-08T14:16:00+00:00,
516056,1757340960000,1757355420000,Closed,Ask 3-1-1,FAQ,Website,9,32.359851,-86.2151262,2025-09-08T14:16:00+00:00,2025-09-08T18:17:00+00:00
516053,1757340900000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,2,32.3978196,-86.2438806,2025-09-08T14:15:00+00:00,
516054,1757340900000,1757527260000,Closed,Asphalt repairs in the street,Street Maintenance,Call Center,3,32.3953909,-86.3124605,2025-09-08T14:15:00+00:00,2025-09-10T18:01:00+00:00
